shipment_id,order_id,origin_warehouse_id,destination_city,destination_country,carrier,mode,status,shipped_at,estimated_delivery_at,actual_delivery_at,delay_hours,is_delayed
SHP-000558,ORD-000558,WH-ME-001,Japan,Japan,Cosco Shipping,Sea Freight,DELIVERED,2026-07-05 15:00:44.489038,2026-07-13 15:00:44.489038,2026-07-14 15:00:44.489038,24,True
SHP-000559,ORD-000559,WH-EU-002,Australia,Australia,Maersk Ocean,Sea Freight,DELAYED,2026-08-12 19:00:44.489038,2026-08-17 19:00:44.489038,,0,False
SHP-000560,ORD-000560,WH-AP-001,Australia,Australia,DHL Supply Chain,Rail Express,DELIVERED,2026-08-08 02:00:44.489038,2026-08-18 02:00:44.489038,2026-08-18 02:00:44.489038,0,False
SHP-000561,ORD-000561,WH-ME-001,Germany,Germany,DB Schenker,Sea Freight,DELIVERED,2026-08-08 16:00:44.489038,2026-08-11 16:00:44.489038,2026-08-11 16:00:44.489038,0,False
SHP-000562,ORD-000562,WH-EU-002,Australia,Australia,Maersk Ocean,Sea Freight,DELIVERED,2026-07-21 12:00:44.489038,2026-07-29 12:00:44.489038,2026-07-30 00:00:44.489038,12,True
SHP-000563,ORD-000563,WH-ME-001,Switzerland,Switzerland,FedEx Express Air,Air Freight,DELIVERED,2026-07-31 04:00:44.489038,2026-08-08 04:00:44.489038,2026-08-08 04:00:44.489038,0,False
SHP-000564,ORD-000564,WH-AP-001,USA,USA,Cosco Shipping,Sea Freight,DELIVERED,2026-07-24 00:00:44.489038,2026-07-29 00:00:44.489038,2026-07-29 00:00:44.489038,0,False
SHP-000565,ORD-000565,WH-EU-002,USA,USA,Maersk Ocean,Air Freight,IN_TRANSIT,2026-07-14 21:00:44.489038,2026-07-23 21:00:44.489038,,0,False
SHP-000566,ORD-000566,WH-EU-001,Japan,Japan,Cosco Shipping,Rail Express,IN_TRANSIT,2026-08-04 03:00:44.489038,2026-08-14 03:00:44.489038,,0,False
SHP-000567,ORD-000567,WH-EU-002,USA,USA,Kuehne + Nagel,Rail Express,DELIVERED,2026-07-21 09:00:44.489038,2026-07-29 09:00:44.489038,2026-07-30 09:00:44.489038,24,True
SHP-000568,ORD-000568,WH-EU-002,USA,USA,DHL Supply Chain,Air Freight,DELIVERED,2026-08-15 00:00:44.489038,2026-08-18 00:00:44.489038,2026-08-18 00:00:44.489038,0,False
SHP-000569,ORD-000569,WH-AP-002,Germany,Germany,Cosco Shipping,Road Truckload,DELIVERED,2026-08-11 19:00:44.489038,2026-08-17 19:00:44.489038,2026-08-18 19:00:44.489038,24,True
SHP-000570,ORD-000570,WH-ME-001,Japan,Japan,FedEx Express Air,Rail Express,DELIVERED,2026-07-11 08:00:44.489038,2026-07-15 08:00:44.489038,2026-07-15 08:00:44.489038,0,False
SHP-000571,ORD-000571,WH-EU-001,Germany,Germany,DB Schenker,Rail Express,DELIVERED,2026-08-04 19:00:44.489038,2026-08-07 19:00:44.489038,2026-08-08 07:00:44.489038,12,True
SHP-000572,ORD-000572,WH-EU-001,Switzerland,Switzerland,Kuehne + Nagel,Air Freight,DELIVERED,2026-07-25 08:00:44.489038,2026-08-03 08:00:44.489038,2026-08-03 08:00:44.489038,0,False
SHP-000573,ORD-000573,WH-EU-002,UK,UK,Maersk Ocean,Road Truckload,IN_TRANSIT,2026-07-28 19:00:44.489038,2026-08-07 19:00:44.489038,,0,False
SHP-000574,ORD-000574,WH-AU-001,Japan,Japan,Cosco Shipping,Sea Freight,DELIVERED,2026-08-10 02:00:44.489038,2026-08-18 02:00:44.489038,2026-08-19 02:00:44.489038,24,True
SHP-000575,ORD-000575,WH-AP-003,Japan,Japan,DHL Supply Chain,Road Truckload,DELAYED,2026-08-08 20:00:44.489038,2026-08-16 20:00:44.489038,,0,False
SHP-000576,ORD-000576,WH-SA-001,Japan,Japan,Kuehne + Nagel,Air Freight,DELAYED,2026-07-28 13:00:44.489038,2026-08-01 13:00:44.489038,,0,False
SHP-000577,ORD-000577,WH-AP-003,Taiwan,Taiwan,Maersk Ocean,Rail Express,DELIVERED,2026-07-28 05:00:44.489038,2026-08-02 05:00:44.489038,2026-08-02 17:00:44.489038,12,True
SHP-000578,ORD-000578,WH-ME-001,USA,USA,DHL Supply Chain,Air Freight,DELIVERED,2026-07-04 13:00:44.489038,2026-07-11 13:00:44.489038,2026-07-12 13:00:44.489038,24,True
SHP-000579,ORD-000579,WH-US-002,Taiwan,Taiwan,Kuehne + Nagel,Rail Express,DELIVERED,2026-07-08 13:00:44.489038,2026-07-12 13:00:44.489038,2026-07-13 13:00:44.489038,24,True
SHP-000580,ORD-000580,WH-SA-001,Japan,Japan,Maersk Ocean,Air Freight,DELAYED,2026-08-03 16:00:44.489038,2026-08-07 16:00:44.489038,,0,False
SHP-000581,ORD-000581,WH-AP-001,USA,USA,Maersk Ocean,Sea Freight,DELIVERED,2026-08-11 01:00:44.489038,2026-08-21 01:00:44.489038,2026-08-21 01:00:44.489038,0,False
SHP-000582,ORD-000582,WH-EU-002,Germany,Germany,FedEx Express Air,Road Truckload,IN_TRANSIT,2026-08-10 03:00:44.489038,2026-08-18 03:00:44.489038,,0,False
SHP-000583,ORD-000583,WH-US-001,Japan,Japan,DHL Supply Chain,Air Freight,DELIVERED,2026-08-10 03:00:44.489038,2026-08-15 03:00:44.489038,2026-08-15 03:00:44.489038,0,False
SHP-000584,ORD-000584,WH-EU-001,Taiwan,Taiwan,DB Schenker,Road Truckload,IN_TRANSIT,2026-07-26 10:00:44.489038,2026-07-29 10:00:44.489038,,0,False
SHP-000585,ORD-000585,WH-EU-001,Taiwan,Taiwan,FedEx Express Air,Rail Express,DELIVERED,2026-07-20 03:00:44.489038,2026-07-23 03:00:44.489038,2026-07-23 03:00:44.489038,0,False
SHP-000586,ORD-000586,WH-AP-002,USA,USA,Maersk Ocean,Sea Freight,IN_TRANSIT,2026-07-09 02:00:44.489038,2026-07-17 02:00:44.489038,,0,False
SHP-000587,ORD-000587,WH-AP-001,UK,UK,Kuehne + Nagel,Rail Express,DELIVERED,2026-08-06 04:00:44.489038,2026-08-12 04:00:44.489038,2026-08-14 04:00:44.489038,48,True
SHP-000588,ORD-000588,WH-AU-001,Japan,Japan,Cosco Shipping,Road Truckload,IN_TRANSIT,2026-08-01 21:00:44.489038,2026-08-05 21:00:44.489038,,0,False
SHP-000589,ORD-000589,WH-AP-003,Germany,Germany,UPS Supply Chain,Rail Express,DELAYED,2026-08-08 15:00:44.489038,2026-08-16 15:00:44.489038,,0,False
SHP-000590,ORD-000590,WH-ME-001,Japan,Japan,DHL Supply Chain,Air Freight,DELAYED,2026-07-04 08:00:44.489038,2026-07-12 08:00:44.489038,,0,False
SHP-000591,ORD-000591,WH-US-002,UK,UK,Kuehne + Nagel,Rail Express,DELAYED,2026-07-02 02:00:44.489038,2026-07-12 02:00:44.489038,,0,False
SHP-000592,ORD-000592,WH-AP-003,USA,USA,UPS Supply Chain,Air Freight,IN_TRANSIT,2026-08-13 07:00:44.489038,2026-08-23 07:00:44.489038,,0,False
SHP-000593,ORD-000593,WH-US-001,Australia,Australia,FedEx Express Air,Road Truckload,IN_TRANSIT,2026-07-15 12:00:44.489038,2026-07-23 12:00:44.489038,,0,False
SHP-000594,ORD-000594,WH-US-001,Germany,Germany,DHL Supply Chain,Air Freight,DELIVERED,2026-07-16 05:00:44.489038,2026-07-24 05:00:44.489038,2026-07-24 17:00:44.489038,12,True
SHP-000595,ORD-000595,WH-EU-002,USA,USA,DB Schenker,Sea Freight,IN_TRANSIT,2026-08-09 07:00:44.489038,2026-08-17 07:00:44.489038,,0,False
SHP-000596,ORD-000596,WH-SA-001,Australia,Australia,Maersk Ocean,Rail Express,DELIVERED,2026-08-11 23:00:44.489038,2026-08-14 23:00:44.489038,2026-08-14 23:00:44.489038,0,False
SHP-000597,ORD-000597,WH-EU-001,USA,USA,UPS Supply Chain,Air Freight,IN_TRANSIT,2026-07-18 23:00:44.489038,2026-07-22 23:00:44.489038,,0,False
SHP-000598,ORD-000598,WH-EU-001,USA,USA,DHL Supply Chain,Rail Express,IN_TRANSIT,2026-07-16 03:00:44.489038,2026-07-26 03:00:44.489038,,0,False
SHP-000599,ORD-000599,WH-AP-003,Germany,Germany,FedEx Express Air,Sea Freight,DELIVERED,2026-07-15 16:00:44.489038,2026-07-22 16:00:44.489038,2026-07-22 16:00:44.489038,0,False
SHP-000600,ORD-000600,WH-US-001,USA,USA,Cosco Shipping,Air Freight,DELAYED,2026-07-10 09:00:44.489038,2026-07-13 09:00:44.489038,,0,False
