shipment_id,order_id,origin_warehouse_id,destination_city,destination_country,carrier,mode,status,shipped_at,estimated_delivery_at,actual_delivery_at,raw_payload
SHP-000364,ORD-000364,WH-US-002,Switzerland,Switzerland,Kuehne + Nagel,Air Freight,DELIVERED,2026-08-03T23:27:20.247341,2026-08-10T23:27:20.247341,2026-08-10T23:27:20.247341,"{""shipment_id"": ""SHP-000364"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000365,ORD-000365,WH-ME-001,USA,USA,DHL Supply Chain,Air Freight,IN_TRANSIT,2026-07-25T06:27:20.247341,2026-07-31T06:27:20.247341,,"{""shipment_id"": ""SHP-000365"", ""carrier"": ""DHL Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000366,ORD-000366,WH-US-002,USA,USA,Kuehne + Nagel,Road Truckload,DELIVERED,2026-08-04T04:27:20.247341,2026-08-09T04:27:20.247341,2026-08-09T04:27:20.247341,"{""shipment_id"": ""SHP-000366"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000367,ORD-000367,WH-AP-003,UK,UK,DHL Supply Chain,Rail Express,DELAYED,2026-08-15T09:27:20.247341,2026-08-20T09:27:20.247341,,"{""shipment_id"": ""SHP-000367"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELAYED""}"
SHP-000368,ORD-000368,WH-EU-002,UK,UK,Maersk Ocean,Rail Express,DELIVERED,2026-08-26T01:27:20.247341,2026-08-31T01:27:20.247341,2026-09-01T01:27:20.247341,"{""shipment_id"": ""SHP-000368"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000369,ORD-000369,WH-ME-001,Switzerland,Switzerland,DHL Supply Chain,Road Truckload,DELIVERED,2026-08-01T10:27:20.247341,2026-08-06T10:27:20.247341,2026-08-06T22:27:20.247341,"{""shipment_id"": ""SHP-000369"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000370,ORD-000370,WH-SA-001,USA,USA,FedEx Express Air,Air Freight,IN_TRANSIT,2026-08-06T09:27:20.247341,2026-08-15T09:27:20.247341,,"{""shipment_id"": ""SHP-000370"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000371,ORD-000371,WH-SA-001,USA,USA,UPS Supply Chain,Air Freight,DELIVERED,2026-08-29T00:27:20.247341,2026-09-04T00:27:20.247341,2026-09-04T00:27:20.247341,"{""shipment_id"": ""SHP-000371"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000372,ORD-000372,WH-AP-003,UK,UK,FedEx Express Air,Rail Express,IN_TRANSIT,2026-08-07T10:27:20.247341,2026-08-15T10:27:20.247341,,"{""shipment_id"": ""SHP-000372"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000373,ORD-000373,WH-EU-001,Japan,Japan,UPS Supply Chain,Road Truckload,DELAYED,2026-08-02T04:27:20.247341,2026-08-08T04:27:20.247341,,"{""shipment_id"": ""SHP-000373"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELAYED""}"
SHP-000374,ORD-000374,WH-AP-003,USA,USA,DB Schenker,Rail Express,IN_TRANSIT,2026-08-15T11:27:20.247341,2026-08-18T11:27:20.247341,,"{""shipment_id"": ""SHP-000374"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000375,ORD-000375,WH-EU-001,Japan,Japan,DB Schenker,Road Truckload,IN_TRANSIT,2026-07-20T14:27:20.247341,2026-07-29T14:27:20.247341,,"{""shipment_id"": ""SHP-000375"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000376,ORD-000376,WH-AP-002,UK,UK,FedEx Express Air,Sea Freight,DELIVERED,2026-09-01T07:27:20.247341,2026-09-11T07:27:20.247341,2026-09-11T07:27:20.247341,"{""shipment_id"": ""SHP-000376"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000377,ORD-000377,WH-US-002,USA,USA,Maersk Ocean,Sea Freight,DELIVERED,2026-07-22T02:27:20.247341,2026-08-01T02:27:20.247341,2026-08-01T14:27:20.247341,"{""shipment_id"": ""SHP-000377"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000378,ORD-000378,WH-AP-002,Switzerland,Switzerland,DB Schenker,Sea Freight,IN_TRANSIT,2026-07-31T12:27:20.247341,2026-08-04T12:27:20.247341,,"{""shipment_id"": ""SHP-000378"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000379,ORD-000379,WH-US-002,Switzerland,Switzerland,DB Schenker,Rail Express,DELIVERED,2026-09-01T14:27:20.247341,2026-09-07T14:27:20.247341,2026-09-08T02:27:20.247341,"{""shipment_id"": ""SHP-000379"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000380,ORD-000380,WH-SA-001,USA,USA,UPS Supply Chain,Road Truckload,IN_TRANSIT,2026-08-14T21:27:20.247341,2026-08-23T21:27:20.247341,,"{""shipment_id"": ""SHP-000380"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000381,ORD-000381,WH-AP-003,Germany,Germany,DB Schenker,Sea Freight,IN_TRANSIT,2026-08-05T17:27:20.247341,2026-08-08T17:27:20.247341,,"{""shipment_id"": ""SHP-000381"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000382,ORD-000382,WH-EU-001,Germany,Germany,Cosco Shipping,Air Freight,IN_TRANSIT,2026-07-26T18:27:20.247341,2026-07-31T18:27:20.247341,,"{""shipment_id"": ""SHP-000382"", ""carrier"": ""Cosco Shipping"", ""status"": ""IN_TRANSIT""}"
SHP-000383,ORD-000383,WH-SA-001,USA,USA,UPS Supply Chain,Rail Express,DELAYED,2026-07-29T02:27:20.247341,2026-08-03T02:27:20.247341,,"{""shipment_id"": ""SHP-000383"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELAYED""}"
SHP-000384,ORD-000384,WH-US-002,Australia,Australia,FedEx Express Air,Road Truckload,DELIVERED,2026-08-07T16:27:20.247341,2026-08-16T16:27:20.247341,2026-08-16T16:27:20.247341,"{""shipment_id"": ""SHP-000384"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000385,ORD-000385,WH-US-001,Australia,Australia,Maersk Ocean,Road Truckload,IN_TRANSIT,2026-08-13T10:27:20.247341,2026-08-22T10:27:20.247341,,"{""shipment_id"": ""SHP-000385"", ""carrier"": ""Maersk Ocean"", ""status"": ""IN_TRANSIT""}"
SHP-000386,ORD-000386,WH-EU-001,Japan,Japan,DB Schenker,Air Freight,DELIVERED,2026-08-04T06:27:20.247341,2026-08-14T06:27:20.247341,2026-08-14T06:27:20.247341,"{""shipment_id"": ""SHP-000386"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000387,ORD-000387,WH-US-002,Japan,Japan,DB Schenker,Rail Express,IN_TRANSIT,2026-08-26T03:27:20.247341,2026-08-30T03:27:20.247341,,"{""shipment_id"": ""SHP-000387"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000388,ORD-000388,WH-EU-002,Switzerland,Switzerland,DHL Supply Chain,Rail Express,DELIVERED,2026-07-19T11:27:20.247341,2026-07-26T11:27:20.247341,2026-07-26T11:27:20.247341,"{""shipment_id"": ""SHP-000388"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000389,ORD-000389,WH-US-002,UK,UK,Cosco Shipping,Air Freight,IN_TRANSIT,2026-08-06T10:27:20.247341,2026-08-14T10:27:20.247341,,"{""shipment_id"": ""SHP-000389"", ""carrier"": ""Cosco Shipping"", ""status"": ""IN_TRANSIT""}"
SHP-000390,ORD-000390,WH-AP-003,Germany,Germany,DB Schenker,Air Freight,DELIVERED,2026-08-29T13:27:20.247341,2026-09-04T13:27:20.247341,2026-09-05T01:27:20.247341,"{""shipment_id"": ""SHP-000390"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000391,ORD-000391,WH-AP-001,Taiwan,Taiwan,DB Schenker,Rail Express,DELIVERED,2026-08-09T14:27:20.247341,2026-08-16T14:27:20.247341,2026-08-16T14:27:20.247341,"{""shipment_id"": ""SHP-000391"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000392,ORD-000392,WH-AP-001,Switzerland,Switzerland,DB Schenker,Road Truckload,DELAYED,2026-08-10T10:27:20.247341,2026-08-19T10:27:20.247341,,"{""shipment_id"": ""SHP-000392"", ""carrier"": ""DB Schenker"", ""status"": ""DELAYED""}"
SHP-000393,ORD-000393,WH-ME-001,Germany,Germany,Cosco Shipping,Rail Express,IN_TRANSIT,2026-08-27T11:27:20.247341,2026-09-02T11:27:20.247341,,"{""shipment_id"": ""SHP-000393"", ""carrier"": ""Cosco Shipping"", ""status"": ""IN_TRANSIT""}"
SHP-000394,ORD-000394,WH-US-001,USA,USA,DHL Supply Chain,Road Truckload,DELIVERED,2026-07-26T17:27:20.247341,2026-07-29T17:27:20.247341,2026-07-29T17:27:20.247341,"{""shipment_id"": ""SHP-000394"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000395,ORD-000395,WH-ME-001,USA,USA,Kuehne + Nagel,Air Freight,DELIVERED,2026-07-27T01:27:20.247341,2026-08-06T01:27:20.247341,2026-08-06T01:27:20.247341,"{""shipment_id"": ""SHP-000395"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000396,ORD-000396,WH-EU-001,USA,USA,Kuehne + Nagel,Rail Express,DELIVERED,2026-07-22T01:27:20.247341,2026-08-01T01:27:20.247341,2026-08-03T01:27:20.247341,"{""shipment_id"": ""SHP-000396"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000397,ORD-000397,WH-AP-003,Switzerland,Switzerland,UPS Supply Chain,Air Freight,DELIVERED,2026-08-07T02:27:20.247341,2026-08-11T02:27:20.247341,2026-08-11T02:27:20.247341,"{""shipment_id"": ""SHP-000397"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000398,ORD-000398,WH-AP-002,Japan,Japan,Maersk Ocean,Road Truckload,IN_TRANSIT,2026-08-06T14:27:20.247341,2026-08-16T14:27:20.247341,,"{""shipment_id"": ""SHP-000398"", ""carrier"": ""Maersk Ocean"", ""status"": ""IN_TRANSIT""}"
SHP-000399,ORD-000399,WH-AP-001,UK,UK,DB Schenker,Road Truckload,CUSTOMS_HOLD,2026-07-25T17:27:20.247341,2026-07-30T17:27:20.247341,,"{""shipment_id"": ""SHP-000399"", ""carrier"": ""DB Schenker"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000400,ORD-000400,WH-US-001,Japan,Japan,DHL Supply Chain,Air Freight,DELIVERED,2026-07-30T05:27:20.247341,2026-08-04T05:27:20.247341,2026-08-04T05:27:20.247341,"{""shipment_id"": ""SHP-000400"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000401,ORD-000401,WH-ME-001,USA,USA,Maersk Ocean,Rail Express,DELIVERED,2026-08-03T14:27:20.247341,2026-08-07T14:27:20.247341,2026-08-07T14:27:20.247341,"{""shipment_id"": ""SHP-000401"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000402,ORD-000402,WH-AP-001,USA,USA,DB Schenker,Sea Freight,IN_TRANSIT,2026-07-25T14:27:20.247341,2026-08-04T14:27:20.247341,,"{""shipment_id"": ""SHP-000402"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000403,ORD-000403,WH-EU-001,USA,USA,DHL Supply Chain,Road Truckload,DELIVERED,2026-08-11T16:27:20.247341,2026-08-17T16:27:20.247341,2026-08-17T16:27:20.247341,"{""shipment_id"": ""SHP-000403"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000404,ORD-000404,WH-US-002,USA,USA,Cosco Shipping,Sea Freight,DELIVERED,2026-09-03T00:27:20.247341,2026-09-06T00:27:20.247341,2026-09-06T00:27:20.247341,"{""shipment_id"": ""SHP-000404"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000405,ORD-000405,WH-EU-001,USA,USA,UPS Supply Chain,Road Truckload,DELIVERED,2026-08-10T07:27:20.247341,2026-08-17T07:27:20.247341,2026-08-17T07:27:20.247341,"{""shipment_id"": ""SHP-000405"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000406,ORD-000406,WH-EU-002,Japan,Japan,Maersk Ocean,Air Freight,IN_TRANSIT,2026-07-25T15:27:20.247341,2026-07-29T15:27:20.247341,,"{""shipment_id"": ""SHP-000406"", ""carrier"": ""Maersk Ocean"", ""status"": ""IN_TRANSIT""}"
SHP-000407,ORD-000407,WH-AP-001,Australia,Australia,DB Schenker,Road Truckload,IN_TRANSIT,2026-08-26T21:27:20.247341,2026-09-02T21:27:20.247341,,"{""shipment_id"": ""SHP-000407"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000408,ORD-000408,WH-SA-001,USA,USA,UPS Supply Chain,Rail Express,DELIVERED,2026-08-31T08:27:20.247341,2026-09-07T08:27:20.247341,2026-09-07T08:27:20.247341,"{""shipment_id"": ""SHP-000408"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000409,ORD-000409,WH-AP-001,USA,USA,Maersk Ocean,Rail Express,IN_TRANSIT,2026-08-08T07:27:20.247341,2026-08-14T07:27:20.247341,,"{""shipment_id"": ""SHP-000409"", ""carrier"": ""Maersk Ocean"", ""status"": ""IN_TRANSIT""}"
SHP-000410,ORD-000410,WH-US-001,Taiwan,Taiwan,Maersk Ocean,Air Freight,DELAYED,2026-08-06T17:27:20.247341,2026-08-12T17:27:20.247341,,"{""shipment_id"": ""SHP-000410"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELAYED""}"
SHP-000411,ORD-000411,WH-US-001,USA,USA,DB Schenker,Air Freight,DELIVERED,2026-09-01T07:27:20.247341,2026-09-08T07:27:20.247341,2026-09-08T07:27:20.247341,"{""shipment_id"": ""SHP-000411"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000412,ORD-000412,WH-AP-002,Taiwan,Taiwan,DB Schenker,Sea Freight,DELIVERED,2026-08-17T11:27:20.247341,2026-08-20T11:27:20.247341,2026-08-20T11:27:20.247341,"{""shipment_id"": ""SHP-000412"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000413,ORD-000413,WH-AP-003,Japan,Japan,Kuehne + Nagel,Road Truckload,IN_TRANSIT,2026-07-29T11:27:20.247341,2026-08-05T11:27:20.247341,,"{""shipment_id"": ""SHP-000413"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""IN_TRANSIT""}"
SHP-000414,ORD-000414,WH-AP-002,Japan,Japan,FedEx Express Air,Rail Express,IN_TRANSIT,2026-08-16T06:27:20.247341,2026-08-22T06:27:20.247341,,"{""shipment_id"": ""SHP-000414"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000415,ORD-000415,WH-AU-001,Switzerland,Switzerland,DHL Supply Chain,Rail Express,DELIVERED,2026-08-20T13:27:20.247341,2026-08-26T13:27:20.247341,2026-08-26T13:27:20.247341,"{""shipment_id"": ""SHP-000415"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000416,ORD-000416,WH-ME-001,USA,USA,Cosco Shipping,Sea Freight,CUSTOMS_HOLD,2026-08-24T06:27:20.247341,2026-08-28T06:27:20.247341,,"{""shipment_id"": ""SHP-000416"", ""carrier"": ""Cosco Shipping"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000417,ORD-000417,WH-SA-001,Germany,Germany,Kuehne + Nagel,Rail Express,IN_TRANSIT,2026-07-30T19:27:20.247341,2026-08-03T19:27:20.247341,,"{""shipment_id"": ""SHP-000417"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""IN_TRANSIT""}"
SHP-000418,ORD-000418,WH-AU-001,UK,UK,UPS Supply Chain,Air Freight,CUSTOMS_HOLD,2026-08-03T11:27:20.247341,2026-08-12T11:27:20.247341,,"{""shipment_id"": ""SHP-000418"", ""carrier"": ""UPS Supply Chain"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000419,ORD-000419,WH-AP-002,UK,UK,UPS Supply Chain,Sea Freight,DELIVERED,2026-08-19T03:27:20.247341,2026-08-22T03:27:20.247341,2026-08-22T03:27:20.247341,"{""shipment_id"": ""SHP-000419"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000420,ORD-000420,WH-AP-003,Japan,Japan,DB Schenker,Road Truckload,DELIVERED,2026-07-31T20:27:20.247341,2026-08-08T20:27:20.247341,2026-08-09T20:27:20.247341,"{""shipment_id"": ""SHP-000420"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000421,ORD-000421,WH-EU-002,USA,USA,UPS Supply Chain,Road Truckload,CUSTOMS_HOLD,2026-08-12T09:27:20.247341,2026-08-21T09:27:20.247341,,"{""shipment_id"": ""SHP-000421"", ""carrier"": ""UPS Supply Chain"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000422,ORD-000422,WH-EU-002,USA,USA,UPS Supply Chain,Air Freight,DELIVERED,2026-09-02T06:27:20.247341,2026-09-09T06:27:20.247341,2026-09-10T06:27:20.247341,"{""shipment_id"": ""SHP-000422"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000423,ORD-000423,WH-AU-001,Japan,Japan,DB Schenker,Road Truckload,DELIVERED,2026-08-24T22:27:20.247341,2026-08-28T22:27:20.247341,2026-08-28T22:27:20.247341,"{""shipment_id"": ""SHP-000423"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000424,ORD-000424,WH-US-002,USA,USA,DHL Supply Chain,Sea Freight,DELIVERED,2026-08-23T12:27:20.247341,2026-09-01T12:27:20.247341,2026-09-03T12:27:20.247341,"{""shipment_id"": ""SHP-000424"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000425,ORD-000425,WH-AU-001,Australia,Australia,Maersk Ocean,Sea Freight,DELIVERED,2026-08-21T16:27:20.247341,2026-08-31T16:27:20.247341,2026-08-31T16:27:20.247341,"{""shipment_id"": ""SHP-000425"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000426,ORD-000426,WH-EU-001,Japan,Japan,Maersk Ocean,Rail Express,DELIVERED,2026-08-06T21:27:20.247341,2026-08-14T21:27:20.247341,2026-08-15T09:27:20.247341,"{""shipment_id"": ""SHP-000426"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000427,ORD-000427,WH-AU-001,Japan,Japan,DB Schenker,Air Freight,DELIVERED,2026-07-27T18:27:20.247341,2026-08-03T18:27:20.247341,2026-08-03T18:27:20.247341,"{""shipment_id"": ""SHP-000427"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000428,ORD-000428,WH-SA-001,Taiwan,Taiwan,Cosco Shipping,Air Freight,DELIVERED,2026-07-31T09:27:20.247341,2026-08-03T09:27:20.247341,2026-08-03T21:27:20.247341,"{""shipment_id"": ""SHP-000428"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000429,ORD-000429,WH-SA-001,USA,USA,DB Schenker,Sea Freight,IN_TRANSIT,2026-08-10T04:27:20.247341,2026-08-17T04:27:20.247341,,"{""shipment_id"": ""SHP-000429"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000430,ORD-000430,WH-EU-002,USA,USA,Cosco Shipping,Air Freight,DELIVERED,2026-08-05T04:27:20.247341,2026-08-10T04:27:20.247341,2026-08-10T04:27:20.247341,"{""shipment_id"": ""SHP-000430"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000431,ORD-000431,WH-AP-002,Taiwan,Taiwan,FedEx Express Air,Air Freight,IN_TRANSIT,2026-08-20T21:27:20.247341,2026-08-24T21:27:20.247341,,"{""shipment_id"": ""SHP-000431"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000432,ORD-000432,WH-SA-001,UK,UK,UPS Supply Chain,Air Freight,DELIVERED,2026-07-24T10:27:20.247341,2026-08-02T10:27:20.247341,2026-08-02T22:27:20.247341,"{""shipment_id"": ""SHP-000432"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000433,ORD-000433,WH-AP-003,UK,UK,Cosco Shipping,Air Freight,DELIVERED,2026-08-02T17:27:20.247341,2026-08-07T17:27:20.247341,2026-08-08T05:27:20.247341,"{""shipment_id"": ""SHP-000433"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000434,ORD-000434,WH-AP-002,Japan,Japan,Maersk Ocean,Rail Express,IN_TRANSIT,2026-08-19T06:27:20.247341,2026-08-27T06:27:20.247341,,"{""shipment_id"": ""SHP-000434"", ""carrier"": ""Maersk Ocean"", ""status"": ""IN_TRANSIT""}"
SHP-000435,ORD-000435,WH-ME-001,Japan,Japan,Kuehne + Nagel,Sea Freight,DELIVERED,2026-08-20T06:27:20.247341,2026-08-23T06:27:20.247341,2026-08-25T06:27:20.247341,"{""shipment_id"": ""SHP-000435"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000436,ORD-000436,WH-EU-002,USA,USA,DB Schenker,Road Truckload,DELIVERED,2026-07-20T17:27:20.247341,2026-07-28T17:27:20.247341,2026-07-28T17:27:20.247341,"{""shipment_id"": ""SHP-000436"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000437,ORD-000437,WH-EU-002,UK,UK,DHL Supply Chain,Rail Express,DELIVERED,2026-08-14T20:27:20.247341,2026-08-24T20:27:20.247341,2026-08-24T20:27:20.247341,"{""shipment_id"": ""SHP-000437"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000438,ORD-000438,WH-EU-001,UK,UK,Kuehne + Nagel,Sea Freight,DELIVERED,2026-07-24T04:27:20.247341,2026-07-31T04:27:20.247341,2026-07-31T16:27:20.247341,"{""shipment_id"": ""SHP-000438"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000439,ORD-000439,WH-US-001,USA,USA,DB Schenker,Road Truckload,IN_TRANSIT,2026-07-31T01:27:20.247341,2026-08-04T01:27:20.247341,,"{""shipment_id"": ""SHP-000439"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000440,ORD-000440,WH-AP-001,Japan,Japan,FedEx Express Air,Air Freight,DELIVERED,2026-07-21T07:27:20.247341,2026-07-26T07:27:20.247341,2026-07-26T07:27:20.247341,"{""shipment_id"": ""SHP-000440"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000441,ORD-000441,WH-US-002,USA,USA,DB Schenker,Sea Freight,IN_TRANSIT,2026-07-22T00:27:20.247341,2026-07-31T00:27:20.247341,,"{""shipment_id"": ""SHP-000441"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000442,ORD-000442,WH-AP-003,Japan,Japan,DB Schenker,Road Truckload,IN_TRANSIT,2026-09-03T02:27:20.247341,2026-09-06T02:27:20.247341,,"{""shipment_id"": ""SHP-000442"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000443,ORD-000443,WH-AP-003,USA,USA,Cosco Shipping,Road Truckload,DELIVERED,2026-08-30T22:27:20.247341,2026-09-04T22:27:20.247341,2026-09-06T22:27:20.247341,"{""shipment_id"": ""SHP-000443"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000444,ORD-000444,WH-US-001,Switzerland,Switzerland,DHL Supply Chain,Rail Express,DELIVERED,2026-08-17T04:27:20.247341,2026-08-24T04:27:20.247341,2026-08-24T04:27:20.247341,"{""shipment_id"": ""SHP-000444"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000445,ORD-000445,WH-SA-001,USA,USA,Kuehne + Nagel,Sea Freight,DELAYED,2026-07-23T09:27:20.247341,2026-07-29T09:27:20.247341,,"{""shipment_id"": ""SHP-000445"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELAYED""}"
SHP-000446,ORD-000446,WH-AP-001,Australia,Australia,UPS Supply Chain,Air Freight,DELIVERED,2026-08-22T12:27:20.247341,2026-08-29T12:27:20.247341,2026-08-29T12:27:20.247341,"{""shipment_id"": ""SHP-000446"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000447,ORD-000447,WH-AP-001,Australia,Australia,FedEx Express Air,Air Freight,DELIVERED,2026-09-03T00:27:20.247341,2026-09-07T00:27:20.247341,2026-09-08T00:27:20.247341,"{""shipment_id"": ""SHP-000447"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000448,ORD-000448,WH-SA-001,Germany,Germany,Maersk Ocean,Road Truckload,DELAYED,2026-07-21T06:27:20.247341,2026-07-26T06:27:20.247341,,"{""shipment_id"": ""SHP-000448"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELAYED""}"
SHP-000449,ORD-000449,WH-AU-001,USA,USA,UPS Supply Chain,Rail Express,DELIVERED,2026-08-23T08:27:20.247341,2026-08-30T08:27:20.247341,2026-08-30T08:27:20.247341,"{""shipment_id"": ""SHP-000449"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000450,ORD-000450,WH-EU-002,UK,UK,DB Schenker,Road Truckload,CUSTOMS_HOLD,2026-08-08T11:27:20.247341,2026-08-18T11:27:20.247341,,"{""shipment_id"": ""SHP-000450"", ""carrier"": ""DB Schenker"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000451,ORD-000451,WH-ME-001,USA,USA,Kuehne + Nagel,Road Truckload,DELIVERED,2026-08-08T12:27:20.247341,2026-08-18T12:27:20.247341,2026-08-18T12:27:20.247341,"{""shipment_id"": ""SHP-000451"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000452,ORD-000452,WH-AU-001,Japan,Japan,DB Schenker,Rail Express,DELIVERED,2026-08-30T04:27:20.247341,2026-09-09T04:27:20.247341,2026-09-09T04:27:20.247341,"{""shipment_id"": ""SHP-000452"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000453,ORD-000453,WH-SA-001,Australia,Australia,Maersk Ocean,Air Freight,DELIVERED,2026-08-26T18:27:20.247341,2026-09-04T18:27:20.247341,2026-09-04T18:27:20.247341,"{""shipment_id"": ""SHP-000453"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000454,ORD-000454,WH-US-002,Australia,Australia,Maersk Ocean,Air Freight,DELIVERED,2026-08-27T21:27:20.247341,2026-09-03T21:27:20.247341,2026-09-05T21:27:20.247341,"{""shipment_id"": ""SHP-000454"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
